username,tanggal,tweet
putri.setiawan,2023-05-27,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
sari_saputra56,2023-05-28,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
ayumaulana_,2023-05-16,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
dewi_firmansyah22,2023-05-07,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
rizky.wulandari,2023-05-23,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
budi_firmansyah16,2023-05-21,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
dewisaputra76,2023-05-27,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
aguspratamaaa,2023-05-08,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
andi.maulana,2023-05-22,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
linda.wulandari,2023-05-21,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
budi_wulandari67,2023-05-20,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
agus_hidayat,2023-05-09,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
dimasfirmansyah_,2023-05-11,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
rizkylestariaa,2023-06-09,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
budisaputra,2023-06-15,balii always be my favvv place ❤️❤️ #bali #ubud
putri_setiawan42,2023-06-27,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
fitri.setiawan,2023-06-12,balii always be my favvv place ❤️❤️ #bali #ubud
nandawulandari,2023-06-12,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
dewi_firmansyah,2023-06-03,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
nandalestari,2023-06-17,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
fitrilestari60,2023-06-05,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
dewiwijaya_,2023-06-10,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
fajar.wijaya,2023-06-26,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
dimaswulandari,2023-06-08,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
dewisetiawan_,2023-06-23,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
agus.wulandari,2023-06-26,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
agussaputra,2023-06-21,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
nandawulandariaa,2023-06-25,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
dewi_wijaya,2023-06-17,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
nandalestari6,2023-06-10,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
fajarhidayat,2023-06-12,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
dimaspratama2,2023-06-02,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
indrawijayaaa,2023-06-19,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
fajar_wijaya,2023-06-18,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
sarilestari32,2023-06-01,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
lindapratamaaa,2023-06-21,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
fajarhidayat_,2023-06-16,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
lindafirmansyah,2023-06-11,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
agus_saputra,2023-06-22,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
budipratama_,2023-06-15,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
indrawijaya,2023-06-18,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
sari_maulana75,2023-06-09,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
nandalestari_,2023-06-18,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
linda.lestari,2023-06-01,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
budisetiawan_,2023-06-11,balii always be my favvv place ❤️❤️ #bali #ubud
sari_setiawan,2023-06-20,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
andifirmansyah_,2023-06-09,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
andi.firmansyah,2023-06-09,balii always be my favvv place ❤️❤️ #bali #ubud
budi.maulana,2023-06-07,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
dewi.firmansyah,2023-06-26,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
lindapratama_,2023-06-17,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
agus_maulana,2023-06-13,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
dewilestari_,2023-06-25,balii always be my favvv place ❤️❤️ #bali #ubud
agushidayat,2023-06-17,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
fitripratamaaa,2023-06-10,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
rizky_pratama3,2023-06-09,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
ayumaulana_,2023-06-25,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
fitri_lestari,2023-06-21,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
dimas_aprilia,2023-06-14,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
rizky.maulana,2023-06-11,balii always be my favvv place ❤️❤️ #bali #ubud
andisetiawan,2023-06-04,balii always be my favvv place ❤️❤️ #bali #ubud
nandasetiawan17,2023-06-08,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
lindawijaya,2023-06-11,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
aguswulandariaa,2023-06-16,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
rizky_wijaya24,2023-06-19,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
andilestari_,2023-06-06,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
nandawulandari6,2023-06-19,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
budilestari82,2023-06-09,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
agusaprilia,2023-06-07,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
linda_wulandari,2023-07-10,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
budilestariaa,2023-07-04,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
sariwijayaaa,2023-07-15,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
fitrimaulana_,2023-07-01,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
indra_wulandari9,2023-07-28,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
ayusetiawan_,2023-07-28,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
fajarmaulana96,2023-07-12,balii always be my favvv place ❤️❤️ #bali #ubud
fajar.setiawan,2023-07-19,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
sari_hidayat,2023-07-21,balii always be my favvv place ❤️❤️ #bali #ubud
aguswulandari26,2023-07-15,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
lindasetiawanaa,2023-07-19,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
putripratamaaa,2023-07-13,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
fitrihidayat,2023-07-10,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
ayusetiawan,2023-07-10,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
ayu.lestari,2023-07-24,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
dewi.saputra,2023-07-20,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
dewi_firmansyah83,2023-07-11,balii always be my favvv place ❤️❤️ #bali #ubud
lindalestari,2023-07-15,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
dimas_hidayat,2023-07-18,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
ayu_aprilia65,2023-07-01,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
lindasaputraaa,2023-07-02,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
fitriwulandari_,2023-07-05,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
rizky.setiawan,2023-07-01,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
lindafirmansyah49,2023-07-28,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
budiaprilia,2023-07-16,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
andi_hidayat,2023-07-07,balii always be my favvv place ❤️❤️ #bali #ubud
dewifirmansyah,2023-07-18,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
putripratamaaa,2023-07-26,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
indra_wijaya,2023-07-25,balii always be my favvv place ❤️❤️ #bali #ubud
indrasaputra,2023-07-02,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
dimasfirmansyahaa,2023-07-08,balii always be my favvv place ❤️❤️ #bali #ubud
rizkyhidayat,2023-07-27,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
putrifirmansyahaa,2023-07-01,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
dewihidayat54,2023-07-05,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
rizkypratama47,2023-07-19,balii always be my favvv place ❤️❤️ #bali #ubud
fitriwijaya_,2023-07-04,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
budilestari,2023-07-11,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
putri_hidayat24,2023-07-08,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
linda_firmansyah,2023-07-05,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
nandafirmansyah_,2023-07-04,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
sari_wijaya,2023-07-14,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
andi.hidayat,2023-07-27,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
lindalestariaa,2023-07-24,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
rizkypratamaaa,2023-07-05,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
nanda_setiawan84,2023-07-18,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
dewiaprilia_,2023-07-11,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
fitri_hidayat,2023-07-26,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
rizkyfirmansyah_,2023-07-05,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
fitriwijayaaa,2023-07-26,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
nanda_lestari,2023-07-24,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
agussetiawan8,2023-07-17,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
sari_maulana98,2023-07-22,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
ayupratama,2023-07-15,balii always be my favvv place ❤️❤️ #bali #ubud
putripratama_,2023-07-12,balii always be my favvv place ❤️❤️ #bali #ubud
fitrimaulana_,2023-07-25,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
budilestariaa,2023-07-01,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
andiwulandari_,2023-08-13,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
fajar_firmansyah70,2023-08-02,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
rizkyaprilia,2023-08-03,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
budifirmansyah,2023-08-09,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
indraaprilia_,2023-08-25,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
nandasaputra2,2023-08-05,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
lindalestari_,2023-08-12,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
dimaslestariaa,2023-08-19,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
putrisetiawanaa,2023-08-15,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
linda_hidayat94,2023-08-04,balii always be my favvv place ❤️❤️ #bali #ubud
nanda.aprilia,2023-08-26,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
andi.lestari,2023-08-11,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
dewifirmansyahaa,2023-08-17,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
dimas_wulandari83,2023-08-18,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
sariaprilia,2023-08-09,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
indra.hidayat,2023-08-14,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
indralestariaa,2023-08-27,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
andi_aprilia52,2023-08-15,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
dimasfirmansyah,2023-08-14,balii always be my favvv place ❤️❤️ #bali #ubud
budi_firmansyah8,2023-08-17,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
dimas_setiawan31,2023-08-05,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
sariwijayaaa,2023-08-11,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
andi_wulandari,2023-08-18,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
putrilestari_,2023-08-28,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
fitri_lestari,2023-08-11,balii always be my favvv place ❤️❤️ #bali #ubud
putrifirmansyah,2023-08-07,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
andi_saputra60,2023-08-05,balii always be my favvv place ❤️❤️ #bali #ubud
putrifirmansyah_,2023-08-17,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
budiaprilia25,2023-08-15,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
dewiwijaya,2023-08-17,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
fajarlestari3,2023-08-11,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
putri_pratama94,2023-08-08,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
dewi_pratama,2023-08-07,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
ayuwulandariaa,2023-08-04,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
budi_aprilia54,2023-08-17,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
rizkylestari,2023-08-09,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
andiwulandari16,2023-08-14,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
linda_firmansyah,2023-08-27,sunset bali kereeennnn bgttt 😍😍 luvvv it!!! #bali #pantai_bali
putriwulandari99,2023-08-24,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
dimaswulandariaa,2023-08-28,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
rizky_wijaya48,2023-08-24,balii always be my favvv place ❤️❤️ #bali #ubud
putri_saputra,2023-08-26,Baliii indaaahh bngttt 😍😍 pantai nya bersiiihhh!!! #bali #pantai_bali
fajar.hidayat,2023-08-21,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
agus_lestari65,2023-08-28,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
putri_pratama,2023-08-08,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
rizkywijaya85,2023-08-14,tmpt wisata di bali bagus2 sihhh 👍👍 #liburan_bali #pantai_bali
ayupratamaaa,2023-08-16,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
dewi_wijaya22,2023-08-17,balii always be my favvv place ❤️❤️ #bali #ubud
rizky.lestari,2023-08-27,balii always be my favvv place ❤️❤️ #bali #ubud
dimas_saputra,2023-08-16,balii always be my favvv place ❤️❤️ #bali #ubud
sarifirmansyah15,2023-08-20,healing ke bali emg worth it sihhh 😌✨ #liburan_bali #ubud
fajar_maulana,2023-08-28,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
putri_firmansyah78,2023-08-09,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
ayuhidayat_,2023-08-17,first time ke Bali!!! and i loooove ittt 🌴🔥 #bali #liburan_bali #ubud
budi.setiawan,2023-08-07,liburan ke bali seruuuu bgttt 😍aa😍😍!!! #bali #pantai_bali
fitrimaulana37,2023-08-22,pantai bersihh & nyaman 😍 loveee baliii #bali #pantai_bali
budi.lestari,2023-09-05,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
fitri_firmansyah,2023-09-24,cuaca panas poll 🔥🔥 not comfy at all... #liburan_bali #canggu
agus_wijaya,2023-09-07,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
dimaspratama_,2023-09-21,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
budiwulandariaa,2023-09-16,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
fitrifirmansyah_,2023-09-06,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
sari_pratama,2023-09-17,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
putripratama,2023-09-22,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
putrisaputra_,2023-09-07,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
rizkysetiawan,2023-09-27,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
putrisetiawan29,2023-09-22,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
indrasaputra76,2023-09-17,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
lindamaulana30,2023-09-12,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
dewipratama82,2023-09-27,macettt parahhh di baliii 😡😡!!! jd mls liburan... #pariwisata_bali #canggu
dimas.firmansyah,2023-09-06,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
dewiwulandariaa,2023-09-27,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
andiaprilia,2023-09-26,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
sarifirmansyah,2023-09-15,pantai kotorrrr abisss 😢😢 byk sampahh... #pariwisata_bali #pantai_bali
aguspratama89,2023-09-06,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
aguswijaya,2023-09-07,ticket masuk mahal yaaa 😓😓 seriusss #pariwisata_bali #canggu
rizky_saputra,2023-09-07,harga makan mahal bgd sihh 😭😭 gk worth it?? #pariwisata_bali #canggu
lindahidayat62,2023-09-23,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
agussaputraaa,2023-09-10,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
fitriwijayaaa,2023-09-19,sampah msh bykk bgtt 😠😠 parah sih #pariwisata_bali #pantai_bali
putriwijaya19,2023-09-28,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
aguswijaya,2023-09-07,transportasi di bali susahhh bgttt 😤😤!!! #bali #canggu
ayufirmansyah_,2023-09-17,harga hotel naik trss 😑😑 duh... #pariwisata_bali #ubud
fajarwulandari9,2023-09-02,jalanan macet muluuu capekkk 😩😩!!! #liburan_bali #canggu
